===============================================================================
                 LIVING DEX GENERATION & AUDIT REPORT
===============================================================================
Date & Time : 2026-09-02 16:31:45
Game Version: US (Context: Gen7)
Trainer Info: OT = Oliverduds, TID = 63517, SID = 11102
Boxes Used  : Caixa 1 a Caixa 27 (807 Pokémon colocados)
Themed Balls: 540 | Gigantamax Factor: 0
-------------------------------------------------------------------------------
DETALHES DOS SLOTS GRAVADOS:
Box  1, Slot  1:   1 Bulbasaur          Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 26: 446 Munchlax           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 27: 447 Riolu              Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 28: 448 Lucario            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 29: 449 Hippopotas         Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 15, Slot 30: 450 Hippowdon          Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot  1: 451 Skorupi            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot  2: 452 Drapion            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot  3: 453 Croagunk           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot  4: 454 Toxicroak          Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot  5: 455 Carnivine          Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot  6: 456 Finneon            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot  7: 457 Lumineon           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot  8: 458 Mantyke            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/0/31/31/31/31
Box 16, Slot  9: 459 Snover             Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot 10: 460 Abomasnow          Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot 11: 461 Weavile            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot 12: 462 Magnezone          Lv.100 | Origin: CXD    | Ball: Ultra      | IVs: 29/22/4/11/9/19
Box 16, Slot 13: 463 Lickilicky         Lv.100 | Origin: CXD    | Ball: Ultra      | IVs: 15/16/18/28/21/29
Box 16, Slot 14: 464 Rhyperior          Lv.100 | Origin: CXD    | Ball: Ultra      | IVs: 9/26/0/30/16/11
Box 16, Slot 15: 465 Tangrowth          Lv.100 | Origin: CXD    | Ball: Nest       | IVs: 6/2/20/30/7/15
Box 16, Slot 16: 466 Electivire         Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot 17: 467 Magmortar          Lv.100 | Origin: CXD    | Ball: Ultra      | IVs: 31/0/25/3/0/18
Box 16, Slot 18: 468 Togekiss           Lv.100 | Origin: CXD    | Ball: Premier    | IVs: 11/17/4/0/15/11
Box 16, Slot 19: 469 Yanmega            Lv.100 | Origin: CXD    | Ball: Ultra      | IVs: 19/11/3/25/8/20
Box 16, Slot 20: 470 Leafeon            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot 21: 471 Glaceon            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/0/31/31/31/31
Box 16, Slot 22: 472 Gliscor            Lv.100 | Origin: CXD    | Ball: Ultra      | IVs: 24/17/25/6/14/10
Box 16, Slot 23: 473 Mamoswine          Lv.100 | Origin: CXD    | Ball: Great      | IVs: 15/15/5/24/29/10
Box 16, Slot 24: 474 Porygon-Z          Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/0/31/31/31/31
Box 16, Slot 25: 475 Gallade            Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot 26: 476 Probopass          Lv.100 | Origin: CXD    | Ball: Timer      | IVs: 17/19/16/8/30/14
Box 16, Slot 27: 477 Dusknoir           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot 28: 478 Froslass           Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 16, Slot 29: 479 Rotom              Lv.100 | Origin: Pt     | Ball: Poke       | IVs: 31/0/31/31/31/31
Box 16, Slot 30: 480 Uxie               Lv.100 | Origin: Pt     | Ball: Premier    | IVs: 24/19/2/8/21/13
Box 17, Slot  1: 481 Mesprit            Lv.100 | Origin: Pt     | Ball: Heal       | IVs: 26/5/14/1/7/18
Box 17, Slot  2: 482 Azelf              Lv.100 | Origin: Pt     | Ball: Dusk       | IVs: 14/22/12/7/22/3
Box 17, Slot  3: 483 Dialga             Lv.100 | Origin: Pt     | Ball: Ultra      | IVs: 14/0/3/6/17/30
Box 17, Slot  4: 484 Palkia             Lv.100 | Origin: Pt     | Ball: Net        | IVs: 28/1/2/20/7/5
Box 17, Slot  5: 485 Heatran            Lv.100 | Origin: Pt     | Ball: Repeat     | IVs: 18/24/4/21/20/20
Box 17, Slot  6: 486 Regigigas          Lv.100 | Origin: Pt     | Ball: Timer      | IVs: 21/31/5/6/25/3
Box 17, Slot  7: 487 Giratina           Lv.100 | Origin: Pt     | Ball: Heal       | IVs: 6/6/21/7/7/12
Box 17, Slot  8: 488 Cresselia          Lv.100 | Origin: Pt     | Ball: Heal       | IVs: 4/25/20/10/19/10
Box 17, Slot  9: 489 Phione             Lv.  1 | Origin: UM     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 10: 490 Manaphy            Lv. 15 | Origin: US     | Ball: Cherish    | IVs: 31/31/31/31/31/31
Box 17, Slot 11: 491 Darkrai            Lv.100 | Origin: Pt     | Ball: Heal       | IVs: 29/12/9/27/29/29
Box 17, Slot 12: 492 Shaymin            Lv.100 | Origin: Pt     | Ball: Nest       | IVs: 6/22/8/4/8/21
Box 17, Slot 13: 493 Arceus             Lv.100 | Origin: D      | Ball: Cherish    | IVs: 0/0/0/0/0/0
Box 17, Slot 14: 494 Victini            Lv. 15 | Origin: MN     | Ball: Cherish    | IVs: 31/31/31/31/31/31
Box 17, Slot 15: 495 Snivy              Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 16: 496 Servine            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 17: 497 Serperior          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 18: 498 Tepig              Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 19: 499 Pignite            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 20: 500 Emboar             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 21: 501 Oshawott           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 22: 502 Dewott             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 23: 503 Samurott           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 24: 504 Patrat             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 25: 505 Watchog            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 26: 506 Lillipup           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 27: 507 Herdier            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 28: 508 Stoutland          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 29: 509 Purrloin           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 17, Slot 30: 510 Liepard            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot  1: 511 Pansage            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot  2: 512 Simisage           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot  3: 513 Pansear            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot  4: 514 Simisear           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot  5: 515 Panpour            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot  6: 516 Simipour           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot  7: 517 Munna              Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot  8: 518 Musharna           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot  9: 519 Pidove             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 10: 520 Tranquill          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 11: 521 Unfezant           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 12: 522 Blitzle            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 13: 523 Zebstrika          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 14: 524 Roggenrola         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 15: 525 Boldore            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 16: 526 Gigalith           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 17: 527 Woobat             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 18: 528 Swoobat            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 19: 529 Drilbur            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 20: 530 Excadrill          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 21: 531 Audino             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 22: 532 Timburr            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 23: 533 Gurdurr            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 24: 534 Conkeldurr         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 25: 535 Tympole            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 26: 536 Palpitoad          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 27: 537 Seismitoad         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 28: 538 Throh              Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 29: 539 Sawk               Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 18, Slot 30: 540 Sewaddle           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot  1: 541 Swadloon           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot  2: 542 Leavanny           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot  3: 543 Venipede           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot  4: 544 Whirlipede         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot  5: 545 Scolipede          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot  6: 546 Cottonee           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot  7: 547 Whimsicott         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot  8: 548 Petilil            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot  9: 549 Lilligant          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 10: 550 Basculin           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 11: 551 Sandile            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 12: 552 Krokorok           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 13: 553 Krookodile         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 14: 554 Darumaka           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 15: 555 Darmanitan         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 16: 556 Maractus           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 17: 557 Dwebble            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 18: 558 Crustle            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 19: 559 Scraggy            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 20: 560 Scrafty            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 21: 561 Sigilyph           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 22: 562 Yamask             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 23: 563 Cofagrigus         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 24: 564 Tirtouga           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 25: 565 Carracosta         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 26: 566 Archen             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 27: 567 Archeops           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 28: 568 Trubbish           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 29: 569 Garbodor           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 19, Slot 30: 570 Zorua              Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot  1: 571 Zoroark            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot  2: 572 Minccino           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot  3: 573 Cinccino           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot  4: 574 Gothita            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot  5: 575 Gothorita          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot  6: 576 Gothitelle         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot  7: 577 Solosis            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot  8: 578 Duosion            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot  9: 579 Reuniclus          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 10: 580 Ducklett           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 11: 581 Swanna             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 12: 582 Vanillite          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 13: 583 Vanillish          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 14: 584 Vanilluxe          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 15: 585 Deerling           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 16: 586 Sawsbuck           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 17: 587 Emolga             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 18: 588 Karrablast         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 19: 589 Escavalier         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 20: 590 Foongus            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 21: 591 Amoonguss          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 22: 592 Frillish           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 23: 593 Jellicent          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 24: 594 Alomomola          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 25: 595 Joltik             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 26: 596 Galvantula         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 27: 597 Ferroseed          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 28: 598 Ferrothorn         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 29: 599 Klink              Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 20, Slot 30: 600 Klang              Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot  1: 601 Klinklang          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot  2: 602 Tynamo             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot  3: 603 Eelektrik          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot  4: 604 Eelektross         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot  5: 605 Elgyem             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot  6: 606 Beheeyem           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot  7: 607 Litwick            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot  8: 608 Lampent            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot  9: 609 Chandelure         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 10: 610 Axew               Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 11: 611 Fraxure            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 12: 612 Haxorus            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 13: 613 Cubchoo            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 14: 614 Beartic            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 15: 615 Cryogonal          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 16: 616 Shelmet            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 17: 617 Accelgor           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 18: 618 Stunfisk           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 19: 619 Mienfoo            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 20: 620 Mienshao           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 21: 621 Druddigon          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 22: 622 Golett             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 23: 623 Golurk             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 24: 624 Pawniard           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 25: 625 Bisharp            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 26: 626 Bouffalant         Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 27: 627 Rufflet            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 28: 628 Braviary           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 29: 629 Vullaby            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 21, Slot 30: 630 Mandibuzz          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 22, Slot  1: 631 Heatmor            Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 22, Slot  2: 632 Durant             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 22, Slot  3: 633 Deino              Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 22, Slot  4: 634 Zweilous           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 22, Slot  5: 635 Hydreigon          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 22, Slot  6: 636 Larvesta           Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 22, Slot  7: 637 Volcarona          Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 22, Slot  8: 638 Cobalion           Lv. 60 | Origin: US     | Ball: Level      | IVs: 31/31/31/31/31/31
Box 22, Slot  9: 639 Terrakion          Lv. 60 | Origin: US     | Ball: Level      | IVs: 31/31/31/31/31/31
Box 22, Slot 10: 640 Virizion           Lv. 60 | Origin: US     | Ball: Friend     | IVs: 31/31/31/31/31/31
Box 22, Slot 11: 641 Tornadus           Lv.100 | Origin: B2     | Ball: Dream      | IVs: 31/31/31/31/31/31
Box 22, Slot 12: 642 Thundurus          Lv.100 | Origin: B2     | Ball: Dream      | IVs: 31/31/31/31/31/31
Box 22, Slot 13: 643 Reshiram           Lv.100 | Origin: W2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 22, Slot 14: 644 Zekrom             Lv.100 | Origin: B2     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 22, Slot 15: 645 Landorus           Lv. 60 | Origin: US     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 22, Slot 16: 646 Kyurem             Lv. 60 | Origin: US     | Ball: Dive       | IVs: 31/31/31/31/31/31
Box 22, Slot 17: 647 Keldeo             Lv.100 | Origin: OR     | Ball: Cherish    | IVs: 31/0/31/31/31/31
Box 22, Slot 18: 648 Meloetta           Lv. 50 | Origin: US     | Ball: Cherish    | IVs: 31/0/31/31/31/31
Box 22, Slot 19: 649 Genesect           Lv.100 | Origin: OR     | Ball: Cherish    | IVs: 31/31/31/31/31/31
Box 22, Slot 20: 650 Chespin            Lv.  1 | Origin: OR     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box 22, Slot 21: 651 Quilladin          Lv. 16 | Origin: OR     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box 22, Slot 22: 652 Chesnaught         Lv. 36 | Origin: OR     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box 22, Slot 23: 653 Fennekin           Lv.  1 | Origin: OR     | Ball: Repeat     | IVs: 31/31/31/31/31/31
Box 22, Slot 24: 654 Braixen            Lv. 16 | Origin: OR     | Ball: Ultra      | IVs: 31/0/31/31/31/31
Box 22, Slot 25: 655 Delphox            Lv. 36 | Origin: OR     | Ball: Premier    | IVs: 31/0/31/31/31/31
Box 22, Slot 26: 656 Froakie            Lv.  1 | Origin: OR     | Ball: Dive       | IVs: 31/31/31/31/31/31
Box 22, Slot 27: 657 Frogadier          Lv. 16 | Origin: OR     | Ball: Dive       | IVs: 31/31/31/31/31/31
Box 22, Slot 28: 658 Greninja           Lv. 36 | Origin: OR     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 22, Slot 29: 659 Bunnelby           Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 22, Slot 30: 660 Diggersby          Lv. 20 | Origin: OR     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 23, Slot  1: 661 Fletchling         Lv.  1 | Origin: OR     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 23, Slot  2: 662 Fletchinder        Lv. 17 | Origin: OR     | Ball: Repeat     | IVs: 31/31/31/31/31/31
Box 23, Slot  3: 663 Talonflame         Lv. 35 | Origin: OR     | Ball: Repeat     | IVs: 31/31/31/31/31/31
Box 23, Slot  4: 664 Scatterbug         Lv.  1 | Origin: UM     | Ball: Net        | IVs: 31/31/31/31/31/31
Box 23, Slot  5: 665 Spewpa             Lv.  9 | Origin: UM     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 23, Slot  6: 666 Vivillon           Lv. 12 | Origin: UM     | Ball: Net        | IVs: 31/0/31/31/31/31
Box 23, Slot  7: 667 Litleo             Lv.  1 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 23, Slot  8: 668 Pyroar             Lv. 35 | Origin: OR     | Ball: Repeat     | IVs: 31/0/31/31/31/31
Box 23, Slot  9: 669 Flabébé            Lv.  1 | Origin: OR     | Ball: Dusk       | IVs: 31/31/31/31/31/31
